State,County Name,"County Name, State",Value
MO,LACLEDE COUNTY,"MO, LACLEDE COUNTY","1,076"
MO,LAFAYETTE COUNTY,"MO, LAFAYETTE COUNTY","1,076"
MO,LAWRENCE COUNTY,"MO, LAWRENCE COUNTY","1,076"
MO,LEWIS COUNTY,"MO, LEWIS COUNTY","1,076"
MO,LINCOLN COUNTY,"MO, LINCOLN COUNTY","1,076"
MO,LINN COUNTY,"MO, LINN COUNTY","1,076"
MO,LIVINGSTON COUNTY,"MO, LIVINGSTON COUNTY","1,076"
MO,MACON COUNTY,"MO, MACON COUNTY","1,076"
MO,MADISON COUNTY,"MO, MADISON COUNTY","1,076"
MO,MARIES COUNTY,"MO, MARIES COUNTY","1,076"
MO,MARION COUNTY,"MO, MARION COUNTY","1,076"
MO,MCDONALD COUNTY,"MO, MCDONALD COUNTY","1,076"
MO,MERCER COUNTY,"MO, MERCER COUNTY","1,076"
MO,MILLER COUNTY,"MO, MILLER COUNTY","1,076"
MO,MISSISSIPPI COUNTY,"MO, MISSISSIPPI COUNTY","1,076"
MO,MONITEAU COUNTY,"MO, MONITEAU COUNTY","1,076"
MO,MONROE COUNTY,"MO, MONROE COUNTY","1,076"
MO,MONTGOMERY COUNTY,"MO, MONTGOMERY COUNTY","1,076"
MO,MORGAN COUNTY,"MO, MORGAN COUNTY","1,076"
MO,NEW MADRID COUNTY,"MO, NEW MADRID COUNTY","1,076"
MO,NEWTON COUNTY,"MO, NEWTON COUNTY","1,076"
MO,NODAWAY COUNTY,"MO, NODAWAY COUNTY","1,076"
MO,OREGON COUNTY,"MO, OREGON COUNTY","1,076"
MO,OSAGE COUNTY,"MO, OSAGE COUNTY","1,076"
MO,OZARK COUNTY,"MO, OZARK COUNTY","1,076"
MO,PEMISCOT COUNTY,"MO, PEMISCOT COUNTY","1,076"
MO,PERRY COUNTY,"MO, PERRY COUNTY","1,076"
MO,PETTIS COUNTY,"MO, PETTIS COUNTY","1,076"
MO,PHELPS COUNTY,"MO, PHELPS COUNTY","1,076"
MO,PIKE COUNTY,"MO, PIKE COUNTY","1,076"
MO,PLATTE COUNTY,"MO, PLATTE COUNTY","1,076"
MO,POLK COUNTY,"MO, POLK COUNTY","1,076"
MO,PULASKI COUNTY,"MO, PULASKI COUNTY","1,076"
MO,PUTNAM COUNTY,"MO, PUTNAM COUNTY","1,076"
MO,RALLS COUNTY,"MO, RALLS COUNTY","1,076"
MO,RANDOLPH COUNTY,"MO, RANDOLPH COUNTY","1,076"
MO,RAY COUNTY,"MO, RAY COUNTY","1,076"
MO,REYNOLDS COUNTY,"MO, REYNOLDS COUNTY","1,076"
MO,RIPLEY COUNTY,"MO, RIPLEY COUNTY","1,076"
MO,SALINE COUNTY,"MO, SALINE COUNTY","1,076"
MO,SCHUYLER COUNTY,"MO, SCHUYLER COUNTY","1,076"
MO,SCOTLAND COUNTY,"MO, SCOTLAND COUNTY","1,076"
MO,SCOTT COUNTY,"MO, SCOTT COUNTY","1,076"
MO,SHANNON COUNTY,"MO, SHANNON COUNTY","1,076"
MO,SHELBY COUNTY,"MO, SHELBY COUNTY","1,076"
MO,ST. CHARLES COUNTY,"MO, ST. CHARLES COUNTY","1,076"
MO,ST. CLAIR COUNTY,"MO, ST. CLAIR COUNTY","1,076"
MO,ST. FRANCOIS COUNTY,"MO, ST. FRANCOIS COUNTY","1,076"
MO,ST. LOUIS CITY,"MO, ST. LOUIS CITY","1,076"
MO,ST. LOUIS COUNTY,"MO, ST. LOUIS COUNTY","1,076"
MO,STE. GENEVIEVE COUNTY,"MO, STE. GENEVIEVE COUNTY","1,076"
MO,STODDARD COUNTY,"MO, STODDARD COUNTY","1,076"
MO,STONE COUNTY,"MO, STONE COUNTY","1,076"
MO,SULLIVAN COUNTY,"MO, SULLIVAN COUNTY","1,076"
MO,TANEY COUNTY,"MO, TANEY COUNTY","1,076"
MO,TEXAS COUNTY,"MO, TEXAS COUNTY","1,076"
MO,VERNON COUNTY,"MO, VERNON COUNTY","1,076"
MO,WARREN COUNTY,"MO, WARREN COUNTY","1,076"
MO,WASHINGTON COUNTY,"MO, WASHINGTON COUNTY","1,076"
MO,WAYNE COUNTY,"MO, WAYNE COUNTY","1,076"
MO,WEBSTER COUNTY,"MO, WEBSTER COUNTY","1,076"
MO,WORTH COUNTY,"MO, WORTH COUNTY","1,076"
MO,WRIGHT COUNTY,"MO, WRIGHT COUNTY","1,076"
NC,ALAMANCE COUNTY,"NC, ALAMANCE COUNTY","1,076"
NC,ALEXANDER COUNTY,"NC, ALEXANDER COUNTY","1,076"
NC,ALLEGHANY COUNTY,"NC, ALLEGHANY COUNTY","1,076"
NC,ANSON COUNTY,"NC, ANSON COUNTY","1,076"
NC,ASHE COUNTY,"NC, ASHE COUNTY","1,076"
NC,AVERY COUNTY,"NC, AVERY COUNTY","1,076"
NC,BEAUFORT COUNTY,"NC, BEAUFORT COUNTY","1,076"
NC,BERTIE COUNTY,"NC, BERTIE COUNTY","1,076"
NC,BLADEN COUNTY,"NC, BLADEN COUNTY","1,076"
NC,BRUNSWICK COUNTY,"NC, BRUNSWICK COUNTY","1,076"
NC,BUNCOMBE COUNTY,"NC, BUNCOMBE COUNTY","1,076"
NC,BURKE COUNTY,"NC, BURKE COUNTY","1,076"
NC,CABARRUS COUNTY,"NC, CABARRUS COUNTY","1,076"
NC,CALDWELL COUNTY,"NC, CALDWELL COUNTY","1,076"
NC,CAMDEN COUNTY,"NC, CAMDEN COUNTY","1,076"
NC,CARTERET COUNTY,"NC, CARTERET COUNTY","1,076"
NC,CASWELL COUNTY,"NC, CASWELL COUNTY","1,076"
NC,CATAWBA COUNTY,"NC, CATAWBA COUNTY","1,076"
NC,CHATHAM COUNTY,"NC, CHATHAM COUNTY","1,076"
NC,CHEROKEE COUNTY,"NC, CHEROKEE COUNTY","1,076"
NC,CHOWAN COUNTY,"NC, CHOWAN COUNTY","1,076"
NC,CLAY COUNTY,"NC, CLAY COUNTY","1,076"
NC,CLEVELAND COUNTY,"NC, CLEVELAND COUNTY","1,076"
NC,COLUMBUS COUNTY,"NC, COLUMBUS COUNTY","1,076"
NC,CRAVEN COUNTY,"NC, CRAVEN COUNTY","1,076"
NC,CUMBERLAND COUNTY,"NC, CUMBERLAND COUNTY","1,076"
NC,CURRITUCK COUNTY,"NC, CURRITUCK COUNTY","1,076"
NC,DARE COUNTY,"NC, DARE COUNTY","1,076"
NC,DAVIDSON COUNTY,"NC, DAVIDSON COUNTY","1,076"
NC,DAVIE COUNTY,"NC, DAVIE COUNTY","1,076"
NC,DUPLIN COUNTY,"NC, DUPLIN COUNTY","1,076"
NC,DURHAM COUNTY,"NC, DURHAM COUNTY","1,076"
NC,EDGECOMBE COUNTY,"NC, EDGECOMBE COUNTY","1,076"
NC,FORSYTH COUNTY,"NC, FORSYTH COUNTY","1,076"
NC,FRANKLIN COUNTY,"NC, FRANKLIN COUNTY","1,076"
NC,GASTON COUNTY,"NC, GASTON COUNTY","1,076"
NC,GATES COUNTY,"NC, GATES COUNTY","1,076"
NC,GRAHAM COUNTY,"NC, GRAHAM COUNTY","1,076"
NC,GRANVILLE COUNTY,"NC, GRANVILLE COUNTY","1,076"
NC,GREENE COUNTY,"NC, GREENE COUNTY","1,076"
NC,GUILFORD COUNTY,"NC, GUILFORD COUNTY","1,076"
NC,HALIFAX COUNTY,"NC, HALIFAX COUNTY","1,076"
NC,HARNETT COUNTY,"NC, HARNETT COUNTY","1,076"
NC,HAYWOOD COUNTY,"NC, HAYWOOD COUNTY","1,076"
NC,HENDERSON COUNTY,"NC, HENDERSON COUNTY","1,076"
NC,HERTFORD COUNTY,"NC, HERTFORD COUNTY","1,076"
NC,HOKE COUNTY,"NC, HOKE COUNTY","1,076"
NC,HYDE COUNTY,"NC, HYDE COUNTY","1,076"
NC,IREDELL COUNTY,"NC, IREDELL COUNTY","1,076"
NC,JACKSON COUNTY,"NC, JACKSON COUNTY","1,076"
NC,JOHNSTON COUNTY,"NC, JOHNSTON COUNTY","1,076"
NC,JONES COUNTY,"NC, JONES COUNTY","1,076"
NC,LEE COUNTY,"NC, LEE COUNTY","1,076"
NC,LENOIR COUNTY,"NC, LENOIR COUNTY","1,076"
NC,LINCOLN COUNTY,"NC, LINCOLN COUNTY","1,076"
NC,MACON COUNTY,"NC, MACON COUNTY","1,076"
NC,MADISON COUNTY,"NC, MADISON COUNTY","1,076"
NC,MARTIN COUNTY,"NC, MARTIN COUNTY","1,076"
NC,MCDOWELL COUNTY,"NC, MCDOWELL COUNTY","1,076"
NC,MECKLENBURG COUNTY,"NC, MECKLENBURG COUNTY","1,076"
NC,MITCHELL COUNTY,"NC, MITCHELL COUNTY","1,076"
NC,MONTGOMERY COUNTY,"NC, MONTGOMERY COUNTY","1,076"
NC,MOORE COUNTY,"NC, MOORE COUNTY","1,076"
NC,NASH COUNTY,"NC, NASH COUNTY","1,076"
NC,NEW HANOVER COUNTY,"NC, NEW HANOVER COUNTY","1,076"
NC,NORTHAMPTON COUNTY,"NC, NORTHAMPTON COUNTY","1,076"
NC,ONSLOW COUNTY,"NC, ONSLOW COUNTY","1,076"
NC,ORANGE COUNTY,"NC, ORANGE COUNTY","1,076"
NC,PAMLICO COUNTY,"NC, PAMLICO COUNTY","1,076"
NC,PASQUOTANK COUNTY,"NC, PASQUOTANK COUNTY","1,076"
NC,PENDER COUNTY,"NC, PENDER COUNTY","1,076"
NC,PERQUIMANS COUNTY,"NC, PERQUIMANS COUNTY","1,076"
NC,PERSON COUNTY,"NC, PERSON COUNTY","1,076"
NC,PITT COUNTY,"NC, PITT COUNTY","1,076"
NC,POLK COUNTY,"NC, POLK COUNTY","1,076"
NC,RANDOLPH COUNTY,"NC, RANDOLPH COUNTY","1,076"
NC,RICHMOND COUNTY,"NC, RICHMOND COUNTY","1,076"
NC,ROBESON COUNTY,"NC, ROBESON COUNTY","1,076"
NC,ROCKINGHAM COUNTY,"NC, ROCKINGHAM COUNTY","1,076"
NC,ROWAN COUNTY,"NC, ROWAN COUNTY","1,076"
NC,RUTHERFORD COUNTY,"NC, RUTHERFORD COUNTY","1,076"
NC,SAMPSON COUNTY,"NC, SAMPSON COUNTY","1,076"
NC,SCOTLAND COUNTY,"NC, SCOTLAND COUNTY","1,076"
NC,STANLY COUNTY,"NC, STANLY COUNTY","1,076"
NC,STOKES COUNTY,"NC, STOKES COUNTY","1,076"
NC,SURRY COUNTY,"NC, SURRY COUNTY","1,076"
NC,SWAIN COUNTY,"NC, SWAIN COUNTY","1,076"
NC,TRANSYLVANIA COUNTY,"NC, TRANSYLVANIA COUNTY","1,076"
NC,TYRRELL COUNTY,"NC, TYRRELL COUNTY","1,076"
NC,UNION COUNTY,"NC, UNION COUNTY","1,076"
NC,VANCE COUNTY,"NC, VANCE COUNTY","1,076"
NC,WAKE COUNTY,"NC, WAKE COUNTY","1,076"
NC,WARREN COUNTY,"NC, WARREN COUNTY","1,076"
NC,WASHINGTON COUNTY,"NC, WASHINGTON COUNTY","1,076"
NC,WATAUGA COUNTY,"NC, WATAUGA COUNTY","1,076"
NC,WAYNE COUNTY,"NC, WAYNE COUNTY","1,076"
NC,WILKES COUNTY,"NC, WILKES COUNTY","1,076"
NC,WILSON COUNTY,"NC, WILSON COUNTY","1,076"
NC,YADKIN COUNTY,"NC, YADKIN COUNTY","1,076"
NC,YANCEY COUNTY,"NC, YANCEY COUNTY","1,076"
SC,ABBEVILLE COUNTY,"SC, ABBEVILLE COUNTY","1,076"
LA,ACADIA PARISH,"LA, ACADIA PARISH","1,076"
CO,ADAMS COUNTY,"CO, ADAMS COUNTY","1,076"
MS,ADAMS COUNTY,"MS, ADAMS COUNTY","1,076"
SC,AIKEN COUNTY,"SC, AIKEN COUNTY","1,076"
FL,ALACHUA COUNTY,"FL, ALACHUA COUNTY","1,076"
CO,ALAMOSA COUNTY,"CO, ALAMOSA COUNTY","1,076"
MS,ALCORN COUNTY,"MS, ALCORN COUNTY","1,076"
LA,ALLEN PARISH,"LA, ALLEN PARISH","1,076"
SC,ALLENDALE COUNTY,"SC, ALLENDALE COUNTY","1,076"
MS,AMITE COUNTY,"MS, AMITE COUNTY","1,076"
SC,ANDERSON COUNTY,"SC, ANDERSON COUNTY","1,076"
CO,ARAPAHOE COUNTY,"CO, ARAPAHOE COUNTY","1,076"
CO,ARCHULETA COUNTY,"CO, ARCHULETA COUNTY","1,076"
AR,ARKANSAS COUNTY,"AR, ARKANSAS COUNTY","1,076"
LA,ASCENSION PARISH,"LA, ASCENSION PARISH","1,076"
AR,ASHLEY COUNTY,"AR, ASHLEY COUNTY","1,076"
LA,ASSUMPTION PARISH,"LA, ASSUMPTION PARISH","1,076"
MS,ATTALA COUNTY,"MS, ATTALA COUNTY","1,076"
LA,AVOYELLES PARISH,"LA, AVOYELLES PARISH","1,076"
CO,BACA COUNTY,"CO, BACA COUNTY","1,076"
FL,BAKER COUNTY,"FL, BAKER COUNTY","1,076"
SC,BAMBERG COUNTY,"SC, BAMBERG COUNTY","1,076"
SC,BARNWELL COUNTY,"SC, BARNWELL COUNTY","1,076"
AR,BAXTER COUNTY,"AR, BAXTER COUNTY","1,076"
FL,BAY COUNTY,"FL, BAY COUNTY","1,076"
SC,BEAUFORT COUNTY,"SC, BEAUFORT COUNTY","1,076"
LA,BEAUREGARD PARISH,"LA, BEAUREGARD PARISH","1,076"
CO,BENT COUNTY,"CO, BENT COUNTY","1,076"
AR,BENTON COUNTY,"AR, BENTON COUNTY","1,076"
MS,BENTON COUNTY,"MS, BENTON COUNTY","1,076"
SC,BERKELEY COUNTY,"SC, BERKELEY COUNTY","1,076"
LA,BIENVILLE PARISH,"LA, BIENVILLE PARISH","1,076"
MS,BOLIVAR COUNTY,"MS, BOLIVAR COUNTY","1,076"
AR,BOONE COUNTY,"AR, BOONE COUNTY","1,076"
LA,BOSSIER PARISH,"LA, BOSSIER PARISH","1,076"
CO,BOULDER COUNTY,"CO, BOULDER COUNTY","1,076"
FL,BRADFORD COUNTY,"FL, BRADFORD COUNTY","1,076"
AR,BRADLEY COUNTY,"AR, BRADLEY COUNTY","1,076"
FL,BREVARD COUNTY,"FL, BREVARD COUNTY","1,076"
CO,BROOMFIELD COUNTY,"CO, BROOMFIELD COUNTY","1,076"
FL,BROWARD COUNTY,"FL, BROWARD COUNTY","1,076"
LA,CADDO PARISH,"LA, CADDO PARISH","1,076"
LA,CALCASIEU PARISH,"LA, CALCASIEU PARISH","1,076"
LA,CALDWELL PARISH,"LA, CALDWELL PARISH","1,076"
AR,CALHOUN COUNTY,"AR, CALHOUN COUNTY","1,076"
FL,CALHOUN COUNTY,"FL, CALHOUN COUNTY","1,076"
MS,CALHOUN COUNTY,"MS, CALHOUN COUNTY","1,076"
SC,CALHOUN COUNTY,"SC, CALHOUN COUNTY","1,076"
LA,CAMERON PARISH,"LA, CAMERON PARISH","1,076"
WY,CARBON COUNTY,"WY, CARBON COUNTY","1,076"
AR,CARROLL COUNTY,"AR, CARROLL COUNTY","1,076"
MS,CARROLL COUNTY,"MS, CARROLL COUNTY","1,076"
LA,CATAHOULA PARISH,"LA, CATAHOULA PARISH","1,076"
CO,CHAFFEE COUNTY,"CO, CHAFFEE COUNTY","1,076"
SC,CHARLESTON COUNTY,"SC, CHARLESTON COUNTY","1,076"
FL,CHARLOTTE COUNTY,"FL, CHARLOTTE COUNTY","1,076"
SC,CHEROKEE COUNTY,"SC, CHEROKEE COUNTY","1,076"
SC,CHESTER COUNTY,"SC, CHESTER COUNTY","1,076"
SC,CHESTERFIELD COUNTY,"SC, CHESTERFIELD COUNTY","1,076"
CO,CHEYENNE COUNTY,"CO, CHEYENNE COUNTY","1,076"
MS,CHICKASAW COUNTY,"MS, CHICKASAW COUNTY","1,076"
AR,CHICOT COUNTY,"AR, CHICOT COUNTY","1,076"
MS,CHOCTAW COUNTY,"MS, CHOCTAW COUNTY","1,076"
FL,CITRUS COUNTY,"FL, CITRUS COUNTY","1,076"
MS,CLAIBORNE COUNTY,"MS, CLAIBORNE COUNTY","1,076"
LA,CLAIBORNE PARISH,"LA, CLAIBORNE PARISH","1,076"
SC,CLARENDON COUNTY,"SC, CLARENDON COUNTY","1,076"
AR,CLARK COUNTY,"AR, CLARK COUNTY","1,076"
MS,CLARKE COUNTY,"MS, CLARKE COUNTY","1,076"
AR,CLAY COUNTY,"AR, CLAY COUNTY","1,076"
FL,CLAY COUNTY,"FL, CLAY COUNTY","1,076"
MS,CLAY COUNTY,"MS, CLAY COUNTY","1,076"
CO,CLEAR CREEK COUNTY,"CO, CLEAR CREEK COUNTY","1,076"
AR,CLEBURNE COUNTY,"AR, CLEBURNE COUNTY","1,076"
AR,CLEVELAND COUNTY,"AR, CLEVELAND COUNTY","1,076"
MS,COAHOMA COUNTY,"MS, COAHOMA COUNTY","1,076"
SC,COLLETON COUNTY,"SC, COLLETON COUNTY","1,076"
FL,COLLIER COUNTY,"FL, COLLIER COUNTY","1,076"
AR,COLUMBIA COUNTY,"AR, COLUMBIA COUNTY","1,076"
FL,COLUMBIA COUNTY,"FL, COLUMBIA COUNTY","1,076"
LA,CONCORDIA PARISH,"LA, CONCORDIA PARISH","1,076"
CO,CONEJOS COUNTY,"CO, CONEJOS COUNTY","1,076"
AR,CONWAY COUNTY,"AR, CONWAY COUNTY","1,076"
MS,COPIAH COUNTY,"MS, COPIAH COUNTY","1,076"
CO,COSTILLA COUNTY,"CO, COSTILLA COUNTY","1,076"
MS,COVINGTON COUNTY,"MS, COVINGTON COUNTY","1,076"
AR,CRAIGHEAD COUNTY,"AR, CRAIGHEAD COUNTY","1,076"
AR,CRAWFORD COUNTY,"AR, CRAWFORD COUNTY","1,076"
AR,CRITTENDEN COUNTY,"AR, CRITTENDEN COUNTY","1,076"
AR,CROSS COUNTY,"AR, CROSS COUNTY","1,076"
CO,CROWLEY COUNTY,"CO, CROWLEY COUNTY","1,076"
CO,CUSTER COUNTY,"CO, CUSTER COUNTY","1,076"
AR,DALLAS COUNTY,"AR, DALLAS COUNTY","1,076"
SC,DARLINGTON COUNTY,"SC, DARLINGTON COUNTY","1,076"
LA,DE SOTO PARISH,"LA, DE SOTO PARISH","1,076"
CO,DELTA COUNTY,"CO, DELTA COUNTY","1,076"
CO,DENVER COUNTY,"CO, DENVER COUNTY","1,076"
AR,DESHA COUNTY,"AR, DESHA COUNTY","1,076"
FL,DESOTO COUNTY,"FL, DESOTO COUNTY","1,076"
MS,DESOTO COUNTY,"MS, DESOTO COUNTY","1,076"
SC,DILLON COUNTY,"SC, DILLON COUNTY","1,076"
FL,DIXIE COUNTY,"FL, DIXIE COUNTY","1,076"
CO,DOLORES COUNTY,"CO, DOLORES COUNTY","1,076"
SC,DORCHESTER COUNTY,"SC, DORCHESTER COUNTY","1,076"
CO,DOUGLAS COUNTY,"CO, DOUGLAS COUNTY","1,076"
AR,DREW COUNTY,"AR, DREW COUNTY","1,076"
FL,DUVAL COUNTY,"FL, DUVAL COUNTY","1,076"
CO,EAGLE COUNTY,"CO, EAGLE COUNTY","1,076"
LA,EAST BATON ROUGE PARISH,"LA, EAST BATON ROUGE PARISH","1,076"
LA,EAST CARROLL PARISH,"LA, EAST CARROLL PARISH","1,076"
LA,EAST FELICIANA PARISH,"LA, EAST FELICIANA PARISH","1,076"
SC,EDGEFIELD COUNTY,"SC, EDGEFIELD COUNTY","1,076"
CO,EL PASO COUNTY,"CO, EL PASO COUNTY","1,076"
CO,ELBERT COUNTY,"CO, ELBERT COUNTY","1,076"
FL,ESCAMBIA COUNTY,"FL, ESCAMBIA COUNTY","1,076"
LA,EVANGELINE PARISH,"LA, EVANGELINE PARISH","1,076"
SC,FAIRFIELD COUNTY,"SC, FAIRFIELD COUNTY","1,076"
AR,FAULKNER COUNTY,"AR, FAULKNER COUNTY","1,076"
FL,FLAGLER COUNTY,"FL, FLAGLER COUNTY","1,076"
SC,FLORENCE COUNTY,"SC, FLORENCE COUNTY","1,076"
MS,FORREST COUNTY,"MS, FORREST COUNTY","1,076"
AR,FRANKLIN COUNTY,"AR, FRANKLIN COUNTY","1,076"
FL,FRANKLIN COUNTY,"FL, FRANKLIN COUNTY","1,076"
MS,FRANKLIN COUNTY,"MS, FRANKLIN COUNTY","1,076"
LA,FRANKLIN PARISH,"LA, FRANKLIN PARISH","1,076"
CO,FREMONT COUNTY,"CO, FREMONT COUNTY","1,076"
AR,FULTON COUNTY,"AR, FULTON COUNTY","1,076"
FL,GADSDEN COUNTY,"FL, GADSDEN COUNTY","1,076"
CO,GARFIELD COUNTY,"CO, GARFIELD COUNTY","1,076"
AR,GARLAND COUNTY,"AR, GARLAND COUNTY","1,076"
MS,GEORGE COUNTY,"MS, GEORGE COUNTY","1,076"
SC,GEORGETOWN COUNTY,"SC, GEORGETOWN COUNTY","1,076"
FL,GILCHRIST COUNTY,"FL, GILCHRIST COUNTY","1,076"
CO,GILPIN COUNTY,"CO, GILPIN COUNTY","1,076"
FL,GLADES COUNTY,"FL, GLADES COUNTY","1,076"
CO,GRAND COUNTY,"CO, GRAND COUNTY","1,076"
AR,GRANT COUNTY,"AR, GRANT COUNTY","1,076"
LA,GRANT PARISH,"LA, GRANT PARISH","1,076"
AR,GREENE COUNTY,"AR, GREENE COUNTY","1,076"
MS,GREENE COUNTY,"MS, GREENE COUNTY","1,076"
SC,GREENVILLE COUNTY,"SC, GREENVILLE COUNTY","1,076"
SC,GREENWOOD COUNTY,"SC, GREENWOOD COUNTY","1,076"
MS,GRENADA COUNTY,"MS, GRENADA COUNTY","1,076"
FL,GULF COUNTY,"FL, GULF COUNTY","1,076"
CO,GUNNISON COUNTY,"CO, GUNNISON COUNTY","1,076"
FL,HAMILTON COUNTY,"FL, HAMILTON COUNTY","1,076"
SC,HAMPTON COUNTY,"SC, HAMPTON COUNTY","1,076"
MS,HANCOCK COUNTY,"MS, HANCOCK COUNTY","1,076"
FL,HARDEE COUNTY,"FL, HARDEE COUNTY","1,076"
MS,HARRISON COUNTY,"MS, HARRISON COUNTY","1,076"
AR,HEMPSTEAD COUNTY,"AR, HEMPSTEAD COUNTY","1,076"
FL,HENDRY COUNTY,"FL, HENDRY COUNTY","1,076"
FL,HERNANDO COUNTY,"FL, HERNANDO COUNTY","1,076"
FL,HIGHLANDS COUNTY,"FL, HIGHLANDS COUNTY","1,076"
FL,HILLSBOROUGH COUNTY,"FL, HILLSBOROUGH COUNTY","1,076"
MS,HINDS COUNTY,"MS, HINDS COUNTY","1,076"
CO,HINSDALE COUNTY,"CO, HINSDALE COUNTY","1,076"
FL,HOLMES COUNTY,"FL, HOLMES COUNTY","1,076"
MS,HOLMES COUNTY,"MS, HOLMES COUNTY","1,076"
SC,HORRY COUNTY,"SC, HORRY COUNTY","1,076"
AR,HOT SPRING COUNTY,"AR, HOT SPRING COUNTY","1,076"
AR,HOWARD COUNTY,"AR, HOWARD COUNTY","1,076"
CO,HUERFANO COUNTY,"CO, HUERFANO COUNTY","1,076"
MS,HUMPHREYS COUNTY,"MS, HUMPHREYS COUNTY","1,076"
LA,IBERIA PARISH,"LA, IBERIA PARISH","1,076"
LA,IBERVILLE PARISH,"LA, IBERVILLE PARISH","1,076"
AR,INDEPENDENCE COUNTY,"AR, INDEPENDENCE COUNTY","1,076"
FL,INDIAN RIVER COUNTY,"FL, INDIAN RIVER COUNTY","1,076"
MS,ISSAQUENA COUNTY,"MS, ISSAQUENA COUNTY","1,076"
MS,ITAWAMBA COUNTY,"MS, ITAWAMBA COUNTY","1,076"
AR,IZARD COUNTY,"AR, IZARD COUNTY","1,076"
AR,JACKSON COUNTY,"AR, JACKSON COUNTY","1,076"
CO,JACKSON COUNTY,"CO, JACKSON COUNTY","1,076"
FL,JACKSON COUNTY,"FL, JACKSON COUNTY","1,076"
MS,JACKSON COUNTY,"MS, JACKSON COUNTY","1,076"
LA,JACKSON PARISH,"LA, JACKSON PARISH","1,076"
MS,JASPER COUNTY,"MS, JASPER COUNTY","1,076"
SC,JASPER COUNTY,"SC, JASPER COUNTY","1,076"
AR,JEFFERSON COUNTY,"AR, JEFFERSON COUNTY","1,076"
CO,JEFFERSON COUNTY,"CO, JEFFERSON COUNTY","1,076"
FL,JEFFERSON COUNTY,"FL, JEFFERSON COUNTY","1,076"
MS,JEFFERSON COUNTY,"MS, JEFFERSON COUNTY","1,076"
MS,JEFFERSON DAVIS COUNTY,"MS, JEFFERSON DAVIS COUNTY","1,076"
LA,JEFFERSON DAVIS PARISH,"LA, JEFFERSON DAVIS PARISH","1,076"
LA,JEFFERSON PARISH,"LA, JEFFERSON PARISH","1,076"
AR,JOHNSON COUNTY,"AR, JOHNSON COUNTY","1,076"
MS,JONES COUNTY,"MS, JONES COUNTY","1,076"
MS,KEMPER COUNTY,"MS, KEMPER COUNTY","1,076"
SC,KERSHAW COUNTY,"SC, KERSHAW COUNTY","1,076"
CO,KIOWA COUNTY,"CO, KIOWA COUNTY","1,076"
CO,KIT CARSON COUNTY,"CO, KIT CARSON COUNTY","1,076"
CO,LA PLATA COUNTY,"CO, LA PLATA COUNTY","1,076"
LA,LA SALLE PARISH,"LA, LA SALLE PARISH","1,076"
AR,LAFAYETTE COUNTY,"AR, LAFAYETTE COUNTY","1,076"
FL,LAFAYETTE COUNTY,"FL, LAFAYETTE COUNTY","1,076"
MS,LAFAYETTE COUNTY,"MS, LAFAYETTE COUNTY","1,076"
LA,LAFAYETTE PARISH,"LA, LAFAYETTE PARISH","1,076"
LA,LAFOURCHE PARISH,"LA, LAFOURCHE PARISH","1,076"
CO,LAKE COUNTY,"CO, LAKE COUNTY","1,076"
FL,LAKE COUNTY,"FL, LAKE COUNTY","1,076"
MS,LAMAR COUNTY,"MS, LAMAR COUNTY","1,076"
SC,LANCASTER COUNTY,"SC, LANCASTER COUNTY","1,076"
CO,LARIMER COUNTY,"CO, LARIMER COUNTY","1,076"
CO,LAS ANIMAS COUNTY,"CO, LAS ANIMAS COUNTY","1,076"
MS,LAUDERDALE COUNTY,"MS, LAUDERDALE COUNTY","1,076"
SC,LAURENS COUNTY,"SC, LAURENS COUNTY","1,076"
AR,LAWRENCE COUNTY,"AR, LAWRENCE COUNTY","1,076"
MS,LAWRENCE COUNTY,"MS, LAWRENCE COUNTY","1,076"
MS,LEAKE COUNTY,"MS, LEAKE COUNTY","1,076"
AR,LEE COUNTY,"AR, LEE COUNTY","1,076"
FL,LEE COUNTY,"FL, LEE COUNTY","1,076"
MS,LEE COUNTY,"MS, LEE COUNTY","1,076"
SC,LEE COUNTY,"SC, LEE COUNTY","1,076"
MS,LEFLORE COUNTY,"MS, LEFLORE COUNTY","1,076"
FL,LEON COUNTY,"FL, LEON COUNTY","1,076"
FL,LEVY COUNTY,"FL, LEVY COUNTY","1,076"
SC,LEXINGTON COUNTY,"SC, LEXINGTON COUNTY","1,076"
FL,LIBERTY COUNTY,"FL, LIBERTY COUNTY","1,076"
AR,LINCOLN COUNTY,"AR, LINCOLN COUNTY","1,076"
CO,LINCOLN COUNTY,"CO, LINCOLN COUNTY","1,076"
MS,LINCOLN COUNTY,"MS, LINCOLN COUNTY","1,076"
LA,LINCOLN PARISH,"LA, LINCOLN PARISH","1,076"
AR,LITTLE RIVER COUNTY,"AR, LITTLE RIVER COUNTY","1,076"
LA,LIVINGSTON PARISH,"LA, LIVINGSTON PARISH","1,076"
AR,LOGAN COUNTY,"AR, LOGAN COUNTY","1,076"
CO,LOGAN COUNTY,"CO, LOGAN COUNTY","1,076"
AR,LONOKE COUNTY,"AR, LONOKE COUNTY","1,076"
MS,LOWNDES COUNTY,"MS, LOWNDES COUNTY","1,076"
AR,MADISON COUNTY,"AR, MADISON COUNTY","1,076"
FL,MADISON COUNTY,"FL, MADISON COUNTY","1,076"
MS,MADISON COUNTY,"MS, MADISON COUNTY","1,076"
